Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
Returning Visitor,mywedding.com / referral,US,mobile,12,24,113,0,0
Returning Visitor,newsletterBlack / email,CA,tablet,12,16,41,0,0
Returning Visitor,olehotels.com / referral,RO,desktop,12,15,29,1,1731.66
Returning Visitor,poprzednia.r.pl / referral,PL,desktop,12,17,76,0,0
Returning Visitor,search.whiteskyservices.com / referral,US,desktop,12,26,221,0,0
Returning Visitor,tophotels.ru / referral,RU,tablet,12,17,93,0,0
Returning Visitor,track.webgains.com / referral,ES,tablet,12,18,44,0,0
Returning Visitor,tripadvisor / cpc,IT,tablet,12,28,76,0,0
Returning Visitor,TripAdvisor / referral,CH,mobile,12,15,38,0,0
Returning Visitor,TripAdvisor / referral,FR,tablet,12,25,230,0,0
Returning Visitor,TripAdvisor / referral,US,tablet,12,16,81,0,0
Returning Visitor,viajeaqui.abril.com.br / referral,BR,desktop,12,13,50,0,0
Returning Visitor,yahoo / organic,AT,mobile,12,21,107,0,0
Returning Visitor,yahoo / organic,CH,tablet,12,22,151,0,0
Returning Visitor,yandex / organic,BY,desktop,12,66,122,0,0
New Visitor,(direct) / (none),AD,tablet,11,11,20,0,0
New Visitor,(direct) / (none),HN,desktop,11,11,13,0,0
New Visitor,(direct) / (none),HR,mobile,11,11,18,0,0
New Visitor,(direct) / (none),HT,desktop,11,11,20,0,0
New Visitor,(direct) / (none),KZ,desktop,11,11,44,0,0
New Visitor,aberlin / textlink,DE,desktop,11,11,15,0,0
New Visitor,api.trivago.com / referral,IT,tablet,11,11,13,0,0
New Visitor,ask / organic,DO,desktop,11,11,26,0,0
New Visitor,b-p-o.ru / referral,RU,desktop,11,11,18,0,0
New Visitor,bing / organic,NL,mobile,11,11,19,0,0
New Visitor,bing / organic,NL,tablet,11,11,35,0,0
New Visitor,bing / organic,TN,desktop,11,11,33,0,0
New Visitor,budgettravel.com / referral,CA,desktop,11,11,43,0,0
New Visitor,cancunmap.com / referral,US,tablet,11,11,37,0,0
New Visitor,casamentonapraia.net.br / referral,BR,mobile,11,11,107,0,0
New Visitor,ceno-travel.com / referral,NL,tablet,11,11,22,0,0
New Visitor,colectivosvip.com / referral,ES,mobile,11,11,200,0,0
New Visitor,dbm / cpm,PT,desktop,11,13,25,0,0
New Visitor,dfa / cpc,LV,mobile,11,11,37,0,0
New Visitor,dfa / cpc,MX,desktop,11,11,40,0,0
New Visitor,dfa / cpm,AT,mobile,11,11,63,0,0
New Visitor,dfa / cpm,PH,desktop,11,11,17,0,0
New Visitor,dfa / cpm,RO,desktop,11,11,14,0,0
New Visitor,dfa / cpm,UA,mobile,11,11,11,0,0
New Visitor,donalgleeson.com / referral,IE,mobile,11,11,25,0,0
New Visitor,donalgleeson.com / referral,IE,tablet,11,11,35,0,0
New Visitor,duckduckgo.com / referral,BE,desktop,11,11,25,0,0
New Visitor,duckduckgo.com / referral,CH,desktop,11,11,40,0,0
New Visitor,email / email,RO,desktop,11,11,24,0,0
New Visitor,eturia.ro / referral,RO,tablet,11,11,18,0,0
New Visitor,Facebook / banner,ES,tablet,11,11,23,0,0
New Visitor,facebook.com / referral,DO,desktop,11,11,25,0,0
New Visitor,facebook.com / referral,RO,desktop,11,11,33,0,0
New Visitor,facebook.com / referral,US,tablet,11,11,34,0,0
New Visitor,google / cpc,AD,desktop,11,11,35,0,0
New Visitor,google / cpc,IE,tablet,11,11,47,0,0
New Visitor,google / cpc,ME,desktop,11,11,33,0,0
New Visitor,google / organic,AD,tablet,11,11,73,0,0
New Visitor,google / organic,BY,tablet,11,11,72,0,0
New Visitor,google / organic,IN,tablet,11,11,43,0,0
New Visitor,google / organic,SG,mobile,11,11,99,0,0
New Visitor,grandhotelmirador.com / referral,ES,tablet,11,11,17,0,0
New Visitor,guiaviajarmelhor.com / referral,BR,mobile,11,12,46,0,0
New Visitor,holiday-weather.com / referral,CA,mobile,11,11,99,0,0
New Visitor,iberostartheclub.com / referral,AR,tablet,11,11,59,0,0
New Visitor,insidertravel.nl / referral,BE,mobile,11,11,55,0,0
New Visitor,juliatours.com.ar / referral,AR,tablet,11,11,64,0,0
New Visitor,kidrex.org / referral,US,desktop,11,11,15,0,0
New Visitor,l.facebook.com / referral,US,tablet,11,12,25,0,0
New Visitor,lacoladelparo.es / referral,GB,mobile,11,11,33,0,0
New Visitor,landing / botton,BE,desktop,11,11,30,0,0
New Visitor,m.facebook.com / referral,LT,mobile,11,11,24,0,0
New Visitor,meteosurfcanarias.com / referral,CH,desktop,11,11,11,0,0
New Visitor,natalie-tours.ru / referral,RU,desktop,11,11,22,0,0
New Visitor,novaturas.lt / referral,LT,desktop,11,11,27,0,0
New Visitor,portal.visualonline.tur.br / referral,BR,desktop,11,11,39,0,0
New Visitor,puntacana.net / referral,US,desktop,11,11,29,0,0
New Visitor,r.duckduckgo.com / referral,US,desktop,11,11,55,0,0
New Visitor,radar / referral,GB,desktop,11,11,32,0,0
New Visitor,sapo.pt / referral,PT,desktop,11,11,30,0,0
New Visitor,search.twcc.com / referral,US,desktop,11,11,53,0,0
New Visitor,search.xfinity.com / referral,US,tablet,11,11,52,0,0
New Visitor,surfers-island.de / referral,DE,desktop,11,11,21,0,0
New Visitor,teneryfa24.pl / referral,PL,desktop,11,11,11,0,0
New Visitor,tripadvisor / cpc,AT,mobile,11,11,22,0,0
New Visitor,tripadvisor / cpc,PT,tablet,11,11,15,0,0
New Visitor,TripAdvisor / referral,AT,mobile,11,11,63,1,478.4
New Visitor,TripAdvisor / referral,AU,desktop,11,11,27,0,0
New Visitor,TripAdvisor / referral,BE,tablet,11,11,14,0,0
New Visitor,TripAdvisor / referral,HU,desktop,11,11,26,0,0
New Visitor,TripAdvisor / referral,IS,desktop,11,11,22,0,0
New Visitor,TripAdvisor / referral,MA,desktop,11,11,20,0,0
New Visitor,TripAdvisor / referral,RU,mobile,11,11,28,0,0
New Visitor,trivago.es / referral,VE,mobile,11,11,12,0,0
New Visitor,trivago.fr / referral,DZ,mobile,11,11,18,0,0
New Visitor,trivago.fr / referral,LU,desktop,11,11,17,0,0
New Visitor,turisclub.cl / referral,CL,mobile,11,11,31,0,0
New Visitor,viajar.elperiodico.com / referral,ES,mobile,11,11,125,0,0
New Visitor,volkswagen.mitarbeiterangebote.de / referral,DE,desktop,11,11,32,0,0
New Visitor,yahoo / organic,DO,desktop,11,11,43,0,0
New Visitor,yahoo / organic,IE,tablet,11,11,29,0,0
New Visitor,yahoo / organic,PE,desktop,11,11,25,0,0
New Visitor,YahooES / display,US,tablet,11,11,11,0,0
New Visitor,yandex / organic,DE,desktop,11,11,30,0,0
Returning Visitor,(direct) / (none),GR,desktop,11,40,72,0,0
Returning Visitor,(direct) / (none),LU,tablet,11,17,53,0,0
Returning Visitor,(direct) / (none),SI,mobile,11,15,207,0,0
Returning Visitor,(not set) / (not set),DE,desktop,11,17,79,0,0
Returning Visitor,10.59.1.1 / referral,PT,mobile,11,22,32,0,0
Returning Visitor,aberlin / textlink,DE,desktop,11,21,115,2,2945.6
Returning Visitor,actiecode.nl / referral,NL,desktop,11,18,74,1,585.9
Returning Visitor,ask / organic,ES,desktop,11,16,54,0,0
Returning Visitor,bing / organic,UY,desktop,11,21,59,0,0
Returning Visitor,Content-Discovery / Promoted-Stories,DE,desktop,11,76,84,0,0
Returning Visitor,daimler.mitarbeiterangebote.de / referral,DE,desktop,11,24,91,0,0
Returning Visitor,dfa / cpc,NL,desktop,11,20,60,0,0
Returning Visitor,dfa / cpc,SE,mobile,11,28,31,0,0
Returning Visitor,dfa / cpm,IE,mobile,11,53,138,0,0
Returning Visitor,dfa / cpm,MA,desktop,11,191,373,2,356.24
Returning Visitor,email / email,CZ,desktop,11,11,44,0,0
Returning Visitor,email / email,DZ,desktop,11,31,86,0,0
Returning Visitor,email / email,IE,tablet,11,17,132,0,0
Returning Visitor,email / email,IS,desktop,11,19,65,0,0
Returning Visitor,email / email,LV,desktop,11,11,76,0,0
Returning Visitor,email / email,PT,tablet,11,17,58,0,0
Returning Visitor,Facebook / banner,ES,desktop,11,14,43,0,0
Returning Visitor,google / organic,GI,desktop,11,17,79,0,0
Returning Visitor,google / organic,PR,tablet,11,13,50,0,0
Returning Visitor,google / organic,TN,tablet,11,17,62,0,0
Returning Visitor,iberostar.wifi / referral,DE,mobile,11,14,36,0,0
Returning Visitor,iberostartheclub.com / referral,AR,tablet,11,20,205,0,0
Returning Visitor,lacoladelparo.es / referral,ES,tablet,11,15,28,0,0
Returning Visitor,lm.facebook.com / referral,ES,mobile,11,17,51,0,0
Returning Visitor,m.facebook.com / referral,AR,mobile,11,11,23,0,0
Returning Visitor,m.holidaycheck.de / referral,DE,mobile,11,15,39,0,0
Returning Visitor,meteosurfcanarias.com / referral,DE,mobile,11,11,23,0,0
Returning Visitor,meteosurfcanarias.com / referral,GB,desktop,11,11,13,0,0
Returning Visitor,newsletter_Cancun / emailEN,CA,tablet,11,11,27,0,0
Returning Visitor,newsletterUSAoct / email,US,tablet,11,15,76,0,0
Returning Visitor,ola.com.ar / referral,AR,desktop,11,25,63,0,0
Returning Visitor,olehotels.com / referral,DE,mobile,11,15,37,0,0
Returning Visitor,olehotels.com / referral,FI,desktop,11,12,25,1,873.6
Returning Visitor,rotamitica.airmet.pt / referral,PT,desktop,11,13,17,0,0
Returning Visitor,rrhhmallorca.blogspot.com.es / referral,ES,mobile,11,14,34,0,0
Returning Visitor,topbrasiltur.com.br / referral,BR,desktop,11,13,45,0,0
Returning Visitor,tripadvisor / cpc,NL,desktop,11,17,37,0,0
Returning Visitor,TripAdvisor / referral,FI,desktop,11,17,78,0,0
Returning Visitor,TripAdvisor / referral,IE,tablet,11,16,68,0,0
Returning Visitor,TripAdvisorCA / CR,CA,desktop,11,12,43,0,0
Returning Visitor,TripAdvisorCA / CR,CA,tablet,11,11,23,0,0
Returning Visitor,trivago.dk / referral,DK,mobile,11,13,24,0,0
Returning Visitor,us.yhs4.search.yahoo.com / referral,US,desktop,11,23,156,0,0
Returning Visitor,vanillatravel.lv / referral,LV,desktop,11,19,53,0,0
Returning Visitor,webcams-lanzarote.com / referral,GB,tablet,11,12,16,0,0
Returning Visitor,yahoo / organic,BE,tablet,11,18,41,0,0
Returning Visitor,yahoo / organic,IE,tablet,11,19,66,0,0
Returning Visitor,yahoo / organic,PT,desktop,11,23,62,0,0
New Visitor,(direct) / (none),BB,desktop,10,10,28,0,0
New Visitor,(direct) / (none),CR,tablet,10,10,20,0,0
New Visitor,(direct) / (none),MC,desktop,10,10,10,0,0
New Visitor,(direct) / (none),NG,desktop,10,10,16,0,0
New Visitor,appcatalogo.ifema.es / referral,ES,desktop,10,10,19,0,0
New Visitor,appleworld.com / referral,JP,desktop,10,10,22,0,0
New Visitor,bing / organic,AT,mobile,10,10,70,0,0
New Visitor,bing / organic,CH,mobile,10,10,18,0,0
New Visitor,bing / organic,GR,desktop,10,10,13,0,0
New Visitor,bing / organic,HU,desktop,10,10,24,0,0
New Visitor,bing / organic,IT,tablet,10,10,34,0,0
New Visitor,bluelightcard.co.uk / referral,GB,desktop,10,11,20,0,0
New Visitor,brides.com / referral,US,tablet,10,10,67,0,0
New Visitor,brisacaribe.com / referral,US,desktop,10,10,24,0,0
New Visitor,canada sale / email,US,tablet,10,10,16,0,0
New Visitor,de.iberostarfuerteventurapalace.com / referral,AT,desktop,10,10,12,0,0
New Visitor,dfa / cpm,CH,mobile,10,10,20,0,0
New Visitor,dfa / cpm,CO,desktop,10,10,20,0,0
New Visitor,dfa / cpm,CZ,desktop,10,10,14,0,0
New Visitor,dfa / cpm,IL,desktop,10,10,18,0,0
New Visitor,dfa / cpm,LU,desktop,10,10,12,0,0
New Visitor,dfa / cpm,TN,desktop,10,10,12,0,0
New Visitor,dfa / cpm,UA,tablet,10,10,10,0,0
New Visitor,dresseldivers.com / referral,CA,tablet,10,10,33,0,0
New Visitor,dresseldivers.com / referral,NL,tablet,10,10,16,0,0
New Visitor,duckduckgo.com / referral,FR,desktop,10,10,21,0,0
New Visitor,elmundo.es / referral,ES,tablet,10,11,25,0,0
New Visitor,email / email,NO,mobile,10,10,14,0,0
New Visitor,facebook / textlink,US,desktop,10,11,31,0,0
New Visitor,facebook.com / referral,CA,tablet,10,10,29,0,0
New Visitor,facebook.com / referral,PE,desktop,10,10,32,0,0
New Visitor,familiayturismo.com / referral,ES,mobile,10,10,69,0,0
New Visitor,globaltravel.bg / referral,BG,desktop,10,10,21,0,0
New Visitor,google / (not set),FR,desktop,10,10,22,0,0
New Visitor,google / cpc,IL,desktop,10,10,34,0,0
New Visitor,google / cpc,IN,desktop,10,10,38,0,0
New Visitor,google / organic,CI,desktop,10,10,33,0,0
New Visitor,google / organic,GE,desktop,10,10,28,0,0
New Visitor,google / organic,HT,mobile,10,10,82,0,0
New Visitor,google / organic,SA,mobile,10,10,19,0,0
New Visitor,google / organic,VI,desktop,10,10,34,0,0
New Visitor,google.com.br / referral,BR,mobile,10,10,16,0,0
New Visitor,grandhotelmirador.com / referral,GB,desktop,10,10,21,1,2895.9
New Visitor,hoteldelasletras.com / referral,DE,mobile,10,10,17,1,148.5
New Visitor,hoteldelasletras.com / referral,FR,tablet,10,10,17,0,0
New Visitor,hoteldelasletras.com / referral,IT,desktop,10,10,21,0,0
New Visitor,iberostar.com / referral,US,desktop,10,10,0,0,0
New Visitor,iberostaranthelia.com / referral,BE,tablet,10,10,15,0,0
New Visitor,iberostarfuerteventurapalace.com / referral,DE,desktop,10,10,11,0,0
New Visitor,inside.iberostar / (not set),US,mobile,10,10,19,0,0
New Visitor,insidertravel.nl / referral,DE,desktop,10,10,21,0,0
New Visitor,int.search.tb.ask.com / referral,IT,desktop,10,10,25,0,0
New Visitor,lm.facebook.com / referral,US,tablet,10,10,19,0,0
New Visitor,m.facebook.com / referral,IS,mobile,10,10,85,0,0
New Visitor,mail.uol.com.br / referral,BR,desktop,10,11,28,0,0
New Visitor,meteosurfcanarias.com / referral,FR,tablet,10,10,18,0,0
New Visitor,meteosurfcanarias.com / referral,NL,tablet,10,10,12,0,0
New Visitor,mobil.stern.de / referral,DE,mobile,10,10,123,0,0
New Visitor,novatours.ee / referral,EE,desktop,10,10,46,0,0
New Visitor,onet / organic,PL,desktop,10,10,25,0,0
New Visitor,r.pl / referral,PL,tablet,10,10,31,0,0
New Visitor,residentecanario.com / referral,ES,mobile,10,10,21,0,0
New Visitor,roteirosturisticos.tur.br / referral,BR,mobile,10,10,54,0,0
New Visitor,stagemarkt.nl / referral,NL,desktop,10,10,26,0,0
New Visitor,tez-tour.com / referral,BY,desktop,10,10,31,0,0
New Visitor,theknot.com / referral,US,mobile,10,10,69,0,0
New Visitor,tripadvisor / cpc,LV,desktop,10,10,17,0,0
New Visitor,TripAdvisor / referral,UA,desktop,10,10,48,0,0
New Visitor,trivago.es / referral,FR,desktop,10,10,26,0,0
New Visitor,viajar.elperiodico.com / referral,ES,desktop,10,10,33,0,0
New Visitor,viajarbarato.com.br / referral,BR,tablet,10,11,32,0,0
New Visitor,vk.com / referral,RU,desktop,10,10,40,0,0
New Visitor,webtenerife.ru / referral,BY,desktop,10,10,17,0,0
New Visitor,yahoo / organic,AT,tablet,10,10,37,0,0
New Visitor,yahoo / organic,BE,mobile,10,10,40,0,0
New Visitor,yahoo / organic,MA,mobile,10,10,40,0,0
New Visitor,yahoo / organic,NO,mobile,10,10,41,0,0
New Visitor,yahoo / organic,SE,mobile,10,10,40,0,0
New Visitor,yahoo / organic,UA,mobile,10,10,127,0,0
New Visitor,yahoo / organic,UY,mobile,10,10,94,0,0
New Visitor,YahooES / display,US,desktop,10,10,12,0,0
New Visitor,yandex / organic,US,desktop,10,11,21,0,0
New Visitor,zajezdy.cz / referral,CZ,desktop,10,10,55,0,0
New Visitor,zoover.be / referral,BE,desktop,10,10,57,0,0
Returning Visitor,(direct) / (none),AD,mobile,10,20,91,0,0
Returning Visitor,(direct) / (none),AU,tablet,10,11,96,0,0
Returning Visitor,(direct) / (none),BY,desktop,10,17,84,1,1890.72
Returning Visitor,(direct) / (none),CN,desktop,10,15,35,0,0
Returning Visitor,(direct) / (none),CR,mobile,10,23,16,0,0
Returning Visitor,(direct) / (none),LV,mobile,10,13,22,0,0
Returning Visitor,10.59.1.1 / referral,BE,mobile,10,32,37,0,0
Returning Visitor,abc.es / referral,ES,tablet,10,15,75,0,0
Returning Visitor,babyviajes.com / referral,ES,mobile,10,14,99,0,0
Returning Visitor,bing.com / referral,GB,desktop,10,10,20,0,0
Returning Visitor,cnn.com / referral,US,tablet,10,14,50,0,0
Returning Visitor,coupons4u.de / referral,DE,tablet,10,25,136,0,0
Returning Visitor,cupomdesconto.com.br / referral,BR,desktop,10,16,113,0,0
Returning Visitor,dbm / cpm,RO,desktop,10,13,49,0,0
Returning Visitor,dfa / cpc,DZ,tablet,10,19,56,0,0
Returning Visitor,dfa / cpc,PT,desktop,10,15,27,0,0
Returning Visitor,dfa / cpc,TN,tablet,10,17,63,0,0
Returning Visitor,dfa / cpm,BR,tablet,10,30,94,0,0
Returning Visitor,dfa / cpm,DK,mobile,10,21,76,0,0
Returning Visitor,dfa / cpm,DK,tablet,10,30,90,0,0
Returning Visitor,dfa / cpm,IL,desktop,10,20,62,0,0
Returning Visitor,dfa / cpm,LU,desktop,10,40,88,1,1119.2
Returning Visitor,dfa / cpm,PT,mobile,10,225,134,0,0
Returning Visitor,dfa / cpm,RO,desktop,10,26,41,0,0
Returning Visitor,email / email,AT,tablet,10,11,32,0,0
Returning Visitor,email / email,SK,desktop,10,11,32,0,0
Returning Visitor,etravelomaha.com / referral,US,mobile,10,13,35,0,0
Returning Visitor,experience.usatoday.com / referral,US,mobile,10,12,32,0,0
Returning Visitor,Facebook / Promoted-Post,US,desktop,10,18,57,0,0
Returning Visitor,Facebook / Promoted-Post,US,tablet,10,10,10,0,0
Returning Visitor,facebook.com / referral,CL,desktop,10,17,62,1,3420
Returning Visitor,facebook.com / referral,US,tablet,10,12,24,0,0
Returning Visitor,google / cpc,AL,desktop,10,11,44,0,0
Returning Visitor,google / cpc,AR,desktop,10,12,61,0,0
Returning Visitor,google / cpc,CZ,desktop,10,13,35,0,0
Returning Visitor,google / cpc,GG,desktop,10,16,93,1,4116.31
Returning Visitor,google / organic,AE,mobile,10,10,52,0,0
Returning Visitor,google / organic,AO,desktop,10,14,46,1,246
Returning Visitor,google / organic,BY,tablet,10,16,110,0,0
Returning Visitor,google / organic,TR,mobile,10,21,107,0,0
Returning Visitor,google / organic,ZZ,tablet,10,16,75,0,0
Returning Visitor,grandhotelmencey.com / referral,DE,tablet,10,21,29,0,0
Returning Visitor,grandhotelmirador.com / referral,GB,desktop,10,12,26,0,0
Returning Visitor,Holidaycheck / referral,DE,mobile,10,14,80,0,0
Returning Visitor,holidaycheck.de / referral,DE,tablet,10,22,129,0,0
Returning Visitor,holidaysplease.co.uk / referral,GB,desktop,10,26,69,0,0
Returning Visitor,iberostaranthelia.com / referral,BE,desktop,10,16,41,1,2248.72
Returning Visitor,iberostartheclub.com / referral,BE,desktop,10,31,214,0,0
Returning Visitor,iberostartheclub.com / referral,DO,mobile,10,11,68,0,0
Returning Visitor,iberostartheclub.com / referral,PE,desktop,10,21,152,0,0
Returning Visitor,inside.iberostar / (not set),CH,desktop,10,12,75,0,0
Returning Visitor,insidertravel.nl / referral,BE,tablet,10,15,162,0,0
Returning Visitor,insidertravel.nl / referral,DE,desktop,10,20,63,0,0
Returning Visitor,int.search.tb.ask.com / referral,AR,desktop,10,20,96,0,0
Returning Visitor,l.facebook.com / referral,DE,desktop,10,12,22,0,0
Returning Visitor,livio.com / referral,US,mobile,10,19,154,0,0
Returning Visitor,m.retailmenot.com / referral,US,mobile,10,19,96,0,0
Returning Visitor,meteosurfcanarias.com / referral,BE,desktop,10,12,12,0,0
Returning Visitor,meteosurfcanarias.com / referral,GB,mobile,10,13,28,0,0
Returning Visitor,newsletter_Cancun / emailEN,CA,mobile,10,11,33,0,0
Returning Visitor,NewsletterEN / email,US,desktop,10,11,42,0,0
Returning Visitor,NewsletterUSA / email,US,tablet,10,13,50,0,0
Returning Visitor,newsletterUSAoct / email,US,desktop,10,10,20,0,0
Returning Visitor,olivina.wifi / referral,GB,tablet,10,13,14,0,0
Returning Visitor,online.abstour.by:81 / referral,BY,desktop,10,30,112,0,0
Returning Visitor,seznam / organic,CZ,desktop,10,13,37,0,0
Returning Visitor,telegraph.co.uk / referral,GB,mobile,10,15,25,0,0
Returning Visitor,triplink.ca / referral,CA,tablet,10,14,23,0,0
Returning Visitor,trivago.de / referral,ES,desktop,10,16,42,1,388.8
Returning Visitor,viajarbarato.com.br / referral,BR,mobile,10,16,98,0,0
Returning Visitor,viajenaviagem.com / referral,BR,mobile,10,29,153,0,0
Returning Visitor,virgilio / organic,IT,desktop,10,22,100,0,0
Returning Visitor,visitjamaica.com / referral,US,desktop,10,12,125,0,0
Returning Visitor,weddingwire.com / referral,US,desktop,10,10,45,1,879
Returning Visitor,yahoo / organic,CL,mobile,10,14,84,0,0
Returning Visitor,yahoo / organic,DO,mobile,10,12,64,0,0
Returning Visitor,yahoo / organic,JM,mobile,10,14,165,0,0
Returning Visitor,zoover.nl / referral,NL,tablet,10,14,76,0,0
New Visitor,(direct) / (none),BD,desktop,9,9,19,0,0
New Visitor,(direct) / (none),FO,desktop,9,9,19,0,0
New Visitor,(direct) / (none),HN,mobile,9,9,73,0,0
New Visitor,(direct) / (none),KY,desktop,9,9,11,0,0
New Visitor,(direct) / (none),KZ,tablet,9,9,16,0,0
New Visitor,(direct) / (none),LI,tablet,9,9,21,0,0
New Visitor,(direct) / (none),MV,desktop,9,9,25,0,0
New Visitor,(direct) / (none),MY,desktop,9,9,18,0,0
New Visitor,(direct) / (none),QA,mobile,9,9,42,0,0
New Visitor,(direct) / (none),XK,mobile,9,9,34,0,0
New Visitor,ad.doubleclick.net / referral,DE,desktop,9,9,17,0,0
New Visitor,alfatravel.no / referral,NO,tablet,9,9,18,0,0
New Visitor,allianz.mitarbeiterangebote.de / referral,DE,desktop,9,9,75,0,0
New Visitor,animationtourism.com / referral,IT,desktop,9,9,9,0,0
New Visitor,bing / organic,DO,tablet,9,9,26,0,0
New Visitor,bing / organic,GG,desktop,9,9,38,0,0
New Visitor,bosch.mitarbeiterangebote.de / referral,DE,desktop,9,9,34,0,0
